EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
272902410,RANGELY COMMUNITY GARDENS,,PO BOX 224,RANGELY,CO,81648-0224,0000,03,3,1000,201510,1,15,000000000,1,01,202412,1,1,02,0,12,5771,8457,8457,P20,
272906075,COLORADO COALITION OF APPRAISERS,% DIANA CHILCUTT,PO BOX 407,BERTHOUD,CO,80513-0407,0000,06,3,1000,201009,2,00,000000000,1,01,202506,0,0,02,0,06,0,0,0,S41,
272907865,SAINT SEBASTIAN PROJECT DENVER,% JEFF STEMPER,9816 E CRESTLINE CIR,GREENWOOD VLG,CO,80111-3628,0000,03,3,1000,201102,1,15,000000000,1,01,202412,4,4,01,0,12,200059,224208,224208,B122,
272912403,WESLEYS INTERNATIONAL,% DAWA BHUTIA,PO BOX 49541,COLORADO SPGS,CO,80949-9541,0000,03,3,7000,201109,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X21,
272933459,MARANATHA CC,% SUSANA BRIONES,7380 MAGNOLIA ST,COMMERCE CITY,CO,80022-1733,0000,03,3,7000,201409,1,10,000000000,1,01,202412,4,3,06,0,12,358723,46167,46167,X20,
272935308,AKSHAYA USA,,17359 E CALEY PL,AURORA,CO,80016-3184,0000,03,3,1000,201010,1,15,000000000,1,01,202412,3,4,01,0,12,65548,117396,111567,T30,
272936416,BROADBAND INTERNET TECHNICAL ADVISORY GROUP INC,,426 W SPRUCE LN,LOUISVILLE,CO,80027-2289,0000,06,3,1000,201205,0,00,000000000,1,01,202412,3,4,01,0,12,63165,195162,195162,,
272936519,CALVARY CHAPEL BENNETT,,PO BOX 318,BENNETT,CO,80102-0318,0000,03,3,7000,201209,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
272942589,COLORADO EARLY EDUCATION NETWORK,,2021 CLUBHOUSE DR STE 102,GREELEY,CO,80634-3668,0000,03,3,1000,201402,1,15,000000000,1,01,202504,6,7,01,0,04,3923950,8577656,8564624,B21,
272946304,EAGLE COUNTY BMX,% JAMES LUCAS,PO BOX 1987,EAGLE,CO,81631-1987,0000,03,3,1000,202012,1,16,000000000,5,01,202512,0,0,02,0,12,0,0,0,N40,
272957131,AMERICAN NEPHROLOGY NURSES ASSOCIATION,% COURTNEY MONROE-GREGG,17675 E LASALLE DR,AURORA,CO,80013-2153,3803,06,9,2000,200111,2,00,000000000,1,01,202503,0,0,02,0,03,0,0,0,,502 HIGH COUNTRY
272962994,HOTEL DE PARIS MUSEUM,% MARY R CLARK,409 6TH ST,GEORGETOWN,CO,80444-5026,0000,03,3,1000,201112,1,15,000000000,1,01,202504,0,0,02,0,04,0,0,0,A54,
272965932,ISHI MINISTRIES,,4338 N CHESTNUT ST APT 2,COLORADO SPGS,CO,80907-3851,0000,03,3,1700,201903,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
272978700,SUMMIT54,% DE ANN GARRISON,625 E MAIN ST UNIT 102B PMB 115,ASPEN,CO,81611-2154,0000,03,3,2100,201104,1,15,000000000,1,01,202412,6,5,01,0,12,1524071,925310,925310,B25,
272983937,PARADIGM NOUVEAU FOUNDATION,,6610 RABBIT MOUNTAIN RD,LONGMONT,CO,80503-7345,0000,03,3,2000,201108,1,03,000000000,1,01,202412,3,3,00,1,12,38367,30000,,C20,
272997400,CYRUS INTERNATIONAL INC,% JANICE STRAARUP,5475 S CLARKSON ST,GREENWOOD VLG,CO,80121-1209,0000,03,3,1000,201009,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,Q33,
273001286,UNITE AMERICA INSTITUTE INC,% NICHOLAS TROIANO,1550 LARIMER ST BOX 258,DENVER,CO,80202-1602,0000,03,3,2000,201404,1,15,000000000,1,01,202412,8,8,01,0,12,13200770,22292978,20638500,W01,
273008054,GREEN STREETS,% HILLARY GRIFFITH,1035 PEARL ST STE 423,BOULDER,CO,80302-5127,0000,03,3,1000,202205,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W33,
273008262,STARTING HEARTS INC,% ALAN HIMELFARB,100 W BEAVER CREEK BLVD APT 219,AVON,CO,81620-5782,0000,03,3,1000,201008,1,15,000000000,1,01,202412,5,4,01,0,12,666419,444073,314048,E70,
273010637,EL SHADDAI PATHS TO LIFE & LEADERSHIP,% APRIL VILES,5738 TUCKERMAN LN,COLORADO SPGS,CO,80918-1939,0000,03,3,1200,201609,1,16,000000000,1,01,202512,3,4,01,0,12,54380,128093,128093,Q30,
273014625,SAMANTHA REMINGTON ANGEL HEART FOUNDATION,% PETER J BENEDETTI,645 E WIGGINS ST,SUPERIOR,CO,80027-8009,0000,03,3,1000,201803,1,16,000000000,1,01,202412,4,3,01,0,12,113627,95834,73548,P20,
273016683,HORSFALL FAMILY FOUNDATION,% J STUART HORSFALL,9469 MEMORY LN,LONGMONT,CO,80504-8036,0000,03,3,1000,201011,1,04,000000000,1,01,202412,4,3,00,1,12,377469,43850,,T22,
273018387,IRISH NETWORK COLORADO,,7300 E PROGRESS PLACE,GREENWOOD VILLAGE,CO,80111-0000,0000,03,3,1000,202209,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A99,
273020430,HILLTOP RANCH,% RICHARD CALDWELL,3536 SHADY ROCK DR,COLORADO SPGS,CO,80920-7300,0000,03,3,1000,201008,1,15,000000000,1,01,202412,6,4,01,0,12,2162317,390733,307801,P73,
273024235,CALVARY BELMAR,% GARY SCOTT MORRISON,PO BOX 150978,LAKEWOOD,CO,80215-0978,0000,03,3,7000,201609,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
273027443,STRATEGIES FOR HEALING HEARTS,% SHARON WORRELL,3732 S DANUBE CIR,AURORA,CO,80013-3634,8617,03,9,7000,199112,1,10,001029000,1,01,,0,0,06,0,12,,,,,STRATEGIES FOR HEALING HEARTS
273028065,NEW EDEN PREGNANCY CARE SERVICES,,345 MAIN ST,MEEKER,CO,81641-0000,0000,03,3,1000,201109,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P47,
273029987,RISE AGAINST SUICIDE,% JENNA CLINCHARD,603 S PUBLIC RD UNIT 846,LAFAYETTE,CO,80026-2316,0000,03,3,1000,201102,1,15,000000000,1,01,202506,4,5,01,0,06,456872,935050,908317,F40,
273033053,CARING ABOUT PEOPLE,% BETH OZANICH,1601 DRY CREEK DR,LONGMONT,CO,80503-6493,0000,03,3,1000,201009,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T40,
273038108,TOUGH ANGELS INC,,710 TENACITY DR UNIT 201,LONGMONT,CO,80504-7317,0000,03,3,1000,201109,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,P20,
273038530,7SISTERS GLOBAL INC,% MELINDA CUDNEY HOWARD,4741 WHITEHALL LN,HGHLNDS RANCH,CO,80126-7415,0000,03,3,1200,201609,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,B82,
273046487,ONE WORLD HEART PROJECT,% CAM VUKSINICH,790 S DEXTER ST,GLENDALE,CO,80246-1820,0000,03,3,1000,201402,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,H99,
273055247,THREE TREES COMMUNITY CARE,% NATHAN MCCANN,PO BOX 7382,WOODLAND PARK,CO,80863-0205,0000,03,3,1200,201011,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
273075657,GLOBAL THERAPY GROUP LTD,% DONNA HUTCHINSON,3401 CASCINA CIR UNIT B,HGHLNDS RANCH,CO,80126-7687,0000,03,3,1200,202402,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,E50,
273083017,AMERICAN INDEPENDENT BUSINESS ALLIANCE,% DOUGLAS MCCARTHY,PO BOX 2058,DURANGO,CO,81302-2058,5762,06,9,3000,201008,2,00,000000000,1,01,202412,3,4,01,0,12,54809,191261,191261,S02,LOCAL FIRST
273083665,DENVER EARLY CHILDHOOD COUNCIL,% SHELBY MATTINGLY,PO BOX 102261,DENVER,CO,80250-2261,0000,03,3,2000,201102,1,15,000000000,1,01,202506,5,6,01,0,06,716201,4126257,4126257,B19,
273098155,COLORADO SPRINGS CHINESE EVANGELICAL CHURCH,% MING SHEN,3617 BETTY DR STE J,COLORADO SPGS,CO,80917-5909,0000,03,3,7000,202202,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
273101870,PEACE SERVICE CENTER USA,% ELLEN TOOMEY HALE,11571 COUNTY RD 32,PLATTEVILLE,CO,80651-0000,0000,03,3,1200,201110,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,Q40,
273107025,PORT OF LIGHT FINANCIAL MINISTRY,% LEANN CANTY,5720 ZEPHYR ST,ARVADA,CO,80002-2452,0000,03,3,1200,201308,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P51,
273113595,ALAMEDA YOUTH SPORTS INC,,PO BOX 151135,LAKEWOOD,CO,80215-9135,0000,03,3,1000,201705,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,
273123867,AMERICAN MUSEUM OF WESTERN ART-THE ANSCHUTZ COLLECTION,% AMERICAN MUSEUM OF WESTERN A,555 17TH ST STE 2400,DENVER,CO,80202-3941,0000,03,3,2000,201009,1,03,000000000,1,01,202411,6,6,00,1,11,3843367,2095059,,A51,
273127204,HARLEYS HOPE FOUNDATION,% HARLEYS HOPE FOUNDATION,PO BOX 88146,COLORADO SPGS,CO,80908-8146,0000,03,3,1000,201010,1,15,000000000,1,01,202506,3,4,01,0,06,90525,144201,142460,D60,
273127671,PROJECT GREER STREET,% RON SALLY,1541 N MARION ST,DENVER,CO,80218-1512,0000,03,3,2000,201105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B80,
273127783,DENVER SENIOR COALITIONS,% BILL HOHS,PO BOX 365,LITTLETON,CO,80160-0365,0000,06,3,2000,201406,2,00,000000000,1,01,202212,0,0,02,0,12,0,0,0,S41,
273143450,WESTERN DRESSAGE ASSOCIATION OF AMERICA,,PO BOX 2349,PARKER,CO,80134-1416,6024,03,6,2000,201408,1,16,000000000,1,01,202412,4,5,01,0,12,281808,633936,633936,N69,
273144717,RESTORATION PROJECT,% CHRIS BRUNO,155 W HARVARD ST STE 401,FORT COLLINS,CO,80525-5200,0000,03,3,7000,201107,1,15,000000000,1,01,202509,4,5,01,0,09,388530,994401,967444,X20,
273145937,GOLDEN BUFFALO BILL DAYS INC,% BRENDA DOLAN,PO BOX 1536,GOLDEN,CO,80402-1536,0000,04,3,1000,201011,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
273150471,AT THE FOOT OF THE CROSS MINISTRIES,% KYLE VANLANDINGHAM,1725 4TH ST,ORCHARD,CO,80649-0000,0000,03,3,1700,201407,1,15,000000000,1,01,202412,2,3,01,0,12,23770,90260,90260,S99,
273151961,DOMINION LIFE WORLD OUTREACH CENTER,% JOSEPH FUNARO,PO BOX 291089,DENVER,CO,80229-1089,0000,03,3,7000,201301,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
273159096,NEW HOPE IN AFRICA INC,% CHERYL SNOW,738 EGRET CIR,GRAND JCT,CO,81505-8678,0000,03,3,1000,201108,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,Q33,
273159897,ALFRED AND URSULA POWELL FOUNDATION,% ALFRED R POWELL,3900 S WADSWORTH BLVD STE 495,LAKEWOOD,CO,80235-2204,0000,03,3,1000,201101,1,04,000000000,1,01,202412,4,3,00,1,12,144761,40242,,A70,
273164321,THE JAMES ONE 27 INITIATIVE,% NICHOL PARKS,14607 ALLEGIANCE DR,COLORADO SPGS,CO,80921-4808,0000,03,3,1000,201109,1,15,000000000,1,01,202412,4,5,01,0,12,487166,576915,576915,Q33,
273183920,ROCKY MOUNTAIN SPORT RIDERS INC,,PO BOX 1432,AVON,CO,81620-1432,0000,03,3,1000,201801,1,15,000000000,1,01,202504,4,3,01,0,04,186011,85764,85764,C50,
273191893,EMMANUEL EVANGELICAL MISSION,% KATHERINE GAFFORD,707 PLEASANT ST,COLORADO SPGS,CO,80904-2115,0000,03,3,1000,201410,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
273194823,COLORADO OUTREACH EXCHANGE,% JOHN A LOVE,6241 LAKE GULCH RD,CASTLE ROCK,CO,80104-8962,0000,03,3,1000,201009,1,15,000000000,1,01,202412,3,1,02,0,12,54109,129,129,W023,
273195828,ASSOCIATION OF WESTERN STATE ENGINEERS,% DIVISION OF WATER RESOURCES,135 WOLF CREEK TRL,BROOMFIELD,CO,80020-9673,0000,06,3,1000,201211,2,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,S46,AWSE
273198309,JEFFREY R HART FOUNDATION,,PO BOX 745357,ARVADA,CO,80006-5357,0000,03,3,1200,201407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P50,
273199049,SAGUACHE CHAMBER OF COMMERCE,% CURRENT TREASURER,PO BOX 53,SAGUACHE,CO,81149-0053,0000,06,3,3000,201101,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S41,
273202450,EAGLES NEST YOUTH RANCH,,2240 PRESERVATION PL,PAGOSA SPGS,CO,81147-0137,0000,03,3,1240,201110,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,O50,
273203035,A LA SOURCE,% JOSEPH NSABIMBONA,11524 E 1ST PL,AURORA,CO,80010-4649,0000,03,3,1000,201106,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
273207197,NAMASTE - WINGS TO FLY AMERICA,% ZACHARY FRANKLIN,1374 PINERIDGE CT,CASTLE PINES,CO,80108-8394,0000,03,3,1000,201109,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q12,
273209466,FRIENDS OF THE CHIEF FOUNDATION,% JAMES A COOK,PO BOX 776121,STEAMBOAT SPR,CO,80477-6121,0000,03,3,1000,201111,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
273215573,COLORADO KOREAN CHORUS,% JAE KIM,PO BOX 461658,AURORA,CO,80046-1658,0000,03,3,1000,201107,1,15,000000000,1,01,202412,3,3,01,0,12,47244,76402,76402,A60,
273219224,LIGHTHOUSE MEDIA NA INC,% NEIL HOLSTEEN,1951 W DRY CREEK RD,LITTLETON,CO,80120-4423,0000,03,3,1700,201201,1,15,000000000,1,01,202412,4,6,01,0,12,121577,1319652,1319652,X21,
273220613,GOOD NEWS CHRISTIAN CHURCH INC,,1961 S OSWEGO WAY,AURORA,CO,80014-1186,0000,03,3,7120,201104,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
273230238,PEARSONS MINISTRIES INTERNATIONAL,,PO BOX 340,WOODLAND PARK,CO,80866-0340,0000,03,3,7000,201505,1,10,000000000,1,01,,5,6,06,0,12,,,,X21,
273236173,HANAS HOPE,% HANA PARIETTI,229 W LITTLETON BLVD,LITTLETON,CO,80120-2331,0000,03,3,1000,201010,1,15,000000000,1,01,202512,3,3,01,0,12,45187,86102,86102,P80,
273247622,SEEING IS BELIEVING,% TRAMMELL COX,7440 S GENOA CIR,CENTENNIAL,CO,80016-2157,0000,03,3,1000,201210,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q33,
273251729,PROJECT INTI INC,% ANGELA PARRIS-RANEY,9496 W WALKER PL,LITTLETON,CO,80123-3120,0000,03,3,1000,201105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,T30,
273262040,OPERATION REVAMP INC,% WENDY HOFFMAN,307 S 12TH ST,GRAND JCT,CO,81501-3627,0000,03,3,1000,201101,1,15,000000000,1,01,202406,5,3,01,0,06,532908,68990,68990,B21,
273264520,MUSEO DE LAS TRES COLONIAS,% ANTONIA NATALE,1252 SOLSTICE LN,FORT COLLINS,CO,80525-1248,0000,03,3,1000,201110,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A50,
273269826,BIBLE FIRST CHURCH,,1 WENTWORTH PL,PUEBLO,CO,81001-1174,0000,03,3,7000,201012,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
273272014,DUTCH SCHOOL DE PETTEFLET,,14350 W 32ND AVE,GOLDEN,CO,80401-1563,0000,03,3,2000,201311,1,16,000000000,1,01,202407,0,0,00,0,07,0,0,0,A70,
273272525,JC-HUTT MINISTRIES,% KRYSTAL HUTT,12390 E NEVADA AVE,AURORA,CO,80012-2362,0000,03,3,1000,201108,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P60,
273272909,BRAVE NEW SOFTWARE PROJECT INC,% A F,4845 PEARL EAST CIR STE 118,BOULDER,CO,80301-6112,0000,03,3,2000,201406,1,15,000000000,1,01,202412,6,6,01,0,12,1008808,4636401,4636401,R630,
273275814,PAINTED TURTLE STUDIO INC,% NADIA HEBARD,PO BOX 712,MANCOS,CO,81328-0712,0000,03,3,1200,201711,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A25,
273279061,COURT SUPPORT JEFFCO,% KATHY HARTMAN,PO BOX 280824,LAKEWOOD,CO,80228-0824,0000,03,3,1200,201011,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F22,
273289343,ZIJI EARLY ELEMENTARY SCHOOL LLC,,6380 JAY ROAD,BOULDER,CO,80301-0000,0000,03,3,2000,201208,1,11,000000000,1,01,202412,3,4,01,0,12,45149,246869,246869,B20,
273290996,WE ARE THE CHILDREN OF CONGO ORGANIZATION,% JEAN MAURICE MBASI BELEKWA,2450 S SALIDA WAY,AURORA,CO,80013-4186,0000,03,3,1200,201012,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,Q33,
273293861,WORLD IMPACT ACADEMY,% ADAN AQUIRRE,5155 E 64TH AVE,COMMERCE CITY,CO,80022-3213,0000,03,3,2000,202008,1,11,000000000,1,01,202412,0,0,02,0,12,0,0,0,B24,ADAN NOE AGUIRRE MBR
273300953,MONTROSE HIGH SCHOOL BAND BOOSTERS INC,% JAMES H DELMAN,PO BOX 592,MONTROSE,CO,81402-0592,0000,03,3,1000,201511,1,16,000000000,1,01,202506,4,4,01,0,06,158267,199055,185302,B11,
273302661,ERDEM MONGOL SCHOOL,% UVGUNBUREGD BAYASGALAN,5716 E WEAVER PL,CENTENNIAL,CO,80111-4333,0000,03,3,1000,201010,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,
273308059,WISDOM EYE DHARMA MY TEMPLE A NON-PROFIT CORPORATION,% DEBRA BECKER,3133 YELLOWSTONE CIR,FORT COLLINS,CO,80525-9060,0000,03,3,7000,201311,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,WISDOM EYE DHARMA
273308269,THE WELL,,1035 PEARL ST 306,BOULDER,CO,80302-5130,0000,03,3,7000,201301,1,10,000000000,1,01,,0,0,06,0,06,,,,X20,
273312138,OCEAN GUARDIAN,% OCEAN GUARDIAN,7924 GATE POST LN,FOUNTAIN,CO,80817-0000,0000,03,3,1268,201705,1,16,000000000,1,01,202309,0,0,02,0,09,0,0,0,C20,
273317275,MON COMMUNITY OF COLORADO,% MAUNG MYO,19130 E 43RD AVE,DENVER,CO,80249-7147,0000,03,3,7000,202405,1,10,000000000,1,01,,0,0,06,0,12,,,,X50,
273323008,MERCEDES-BENZ CLUB OF AMERICA,% JULIE BRUGGNER,10 BOULDER CRESCENT STREET,COLORADO SPRINGS,CO,80903-3344,7236,07,9,1000,199610,0,00,281000000,1,01,202312,0,0,02,0,12,0,0,0,,THREE RIVERS SECTION
273329442,SOUTHERN COLORADO CLIMBERS RESOURCE & ACTION GROUP - SOCO CRAG,% BENJAMIN BRUESTLE,1126 E LINDA AVE,PUEBLO WEST,CO,81007-1215,0000,03,3,1200,201203,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,C99,
273335321,PANGAEA FOUNDATION,% STACK & STACK LLP,4869 KELLOGG CIR,BOULDER,CO,80303-1110,0000,03,3,1000,201012,1,04,000000000,1,01,202412,4,2,00,1,12,179046,13986,,T20,
273365618,HEY NEIGHBOR,% DAVE MUNGER,702 EAST BOULDER STREET,COLORADO SPRINGS,CO,80903-3392,0000,03,3,1200,201410,1,16,000000000,1,01,202412,4,4,01,0,12,124917,246939,246939,B60,CONO
273371710,BANNERED HOST MINISTRIES,% MIKE& DEBRA MAYES-SPIVEY,11092 INDEPENDENCE CIR E,PARKER,CO,80134-9368,0000,03,3,2000,201407,1,15,000000000,1,01,202507,0,0,02,0,07,0,0,0,O30,
273375012,MERCEDES-BENZ CLUB OF AMERICA,% SCOTT COLEY,3472 RESEARCH PKWY PMB 464,COLORADO SPRINGS,CO,80920-1066,7236,07,9,1000,199610,0,00,281000000,1,01,202412,0,0,02,0,12,0,0,0,,TARHEEL SECTION
273383922,ROCKY MOUNTAIN ISLAMIC CENTER,% AYMAN HAMA,7510 W ARIZONA PL UNIT 102,LAKEWOOD,CO,80226-0000,0000,03,3,7000,202007,1,10,000000000,1,01,,1,3,06,0,12,,,,X40,
273387253,DIFFERENCE MAKER INC,% TRISHA KROLL,10485 HENDERSON RD,BRIGHTON,CO,80601-8111,0000,03,3,1000,201101,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,N60,THE DIFF
273390755,EXTREME COMMUNITY MAKEOVER,% ANGELA BOMGAARS,PO BOX 102586,DENVER,CO,80250-2586,0000,03,3,1000,201104,1,15,000000000,1,01,202412,4,4,01,0,12,233256,360268,333208,S20,
273391247,NORTHERN COLORADO FRIENDS OF FERALS,,PO BOX 328,FORT COLLINS,CO,80522-0328,0000,03,3,1000,201103,1,15,000000000,1,01,202412,4,4,01,0,12,494395,418622,197819,D20,
273400284,SAVANNAH GARDENS SENIOR RESIDENCES INC,% STEVE SPEARS,1600 BROADWAY STE 2000,DENVER,CO,80202-4929,0000,03,3,1000,201202,1,16,000000000,1,01,202412,6,4,01,0,12,2533380,339863,339863,L21,
273401094,PARENTS OF ACADEMY FOR ADVANCED AND CREATIVE LEARNING,% PAACL,510 N CHESTNUT ST,COLORADO SPGS,CO,80905-1203,0000,03,3,1200,201409,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B99,
273408612,COMMON GROUND MONTROSE INC,% SUE BUSSING,PO BOX 965,MONTROSE,CO,81402-0965,0000,03,3,1000,201203,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P28,
273413425,SCRAPS-TO-SOIL,% GEORGE MARLIN,PO BOX 626,IDAHO SPRINGS,CO,80452-0626,0000,03,3,2000,201407,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
273419980,BEARS FOOTBALL CLUB OF MONUMENT COLORADO,% DALE ARMSTRONG,PO BOX 2066,MONUMENT,CO,80132-2066,0000,03,3,1000,201108,1,15,000000000,1,01,202412,4,3,01,0,12,121153,91316,71734,B11,
273428395,BRAVE CHURCH,,3800 E HAMPDEN AVE,ENGLEWOOD,CO,80113-4102,0000,03,3,7000,201109,1,10,000000000,1,01,201312,0,0,06,0,12,,,,X21,
273430689,EAGLE COUNTY CHARTER ACADEMY,% CAROL KRUEGER,1105 MILLER RANCH RD,EDWARDS,CO,81632-6425,0000,03,3,2000,201407,1,11,000000000,1,01,202506,8,7,01,0,06,12521748,6197078,6197078,B20,
273439802,ETHNE GLOBAL SERVICES,% DONALD ALLAN KARR,543 FOX FARM RD UNIT A,LARKSPUR,CO,80118-7700,0000,03,3,1000,202311,1,15,000000000,1,01,202412,3,4,01,0,12,67017,298464,298464,Q33,
273442908,MORIARTY-MOFFITT DANCERS FOUNDATION INC,% SUSANNAH RUEHLEN,1750 PRAIRIE TRAIL DR,LOVELAND,CO,80537-7870,0000,03,3,1200,201408,1,16,000000000,1,01,202412,3,3,02,0,12,32697,45870,31522,A62,
273446738,SIMLA COMMUNITY ACTION COMMITTEE,,PO BOX 63,SIMLA,CO,80835-0063,0000,03,3,1000,202108,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,P29,
273466415,AVOW FOUNDATION INC,,6202 CLYMER CIR,FORT COLLINS,CO,80528-7098,0000,03,3,1000,201012,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,Q33,
273474278,FOOD AID PROJECT,% GEORGE JIBILIAN,PO BOX 1398,FT COLLINS,CO,80522-1398,0000,03,3,1000,201404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,K02,
273474348,COLORADO JAPANESE CHIN RESCUE,% CHRISTINE M JORDAN,16217 E TENNESSEE AVE,AURORA,CO,80017-3149,0000,03,3,1000,201607,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
273483679,MOMENTUM VOLLEYBALL COLORADO,% J RANDAL MILLER,7347 S REVERE PKWY STE B100,CENTENNIAL,CO,80112-6775,0000,03,3,1000,201410,1,15,000000000,1,01,202412,5,6,01,0,12,807243,1381570,1381570,N60,
273484142,ELEVATIONS FOUNDATION INC,,PO BOX 9004,BOULDER,CO,80301-9004,0000,03,3,1280,201102,1,15,000000000,1,01,202412,6,5,01,0,12,2426722,836610,790073,T30,
273484449,NATIONAL CANNABIS INDUSTRY ASSOCIATION,,575 N LOGAN ST,DENVER,CO,80203-3608,0000,06,3,1000,201012,2,00,000000000,1,01,202412,4,5,01,0,12,123184,766343,766343,S40,
273486723,DEMIS ANIMAL RESCUE INC,% APRIL MERRITT,2600 N GAYLORD ST,DENVER,CO,80205-4620,0000,03,3,4000,201303,1,15,000000000,1,01,202412,4,4,01,0,12,135843,432852,271323,D20,
273500011,FRASER VALLEY HOCKEY ASSOCIATION,% STEPHANIE RHONE,PO BOX 1922,FRASER,CO,80442-1922,0000,03,3,2000,201201,1,15,000000000,1,01,202505,3,4,01,0,05,31306,176963,174147,N68,
273503242,SANGRE DE CRISTO COWBOY CHURCH OF WESTCLIFFE,,PO BOX 233,WESTCLIFFE,CO,81252-0233,0000,03,3,7000,201012,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
273503738,NMC LEGACY FUND,% NANCY C OSTLER,PO BOX 191,VICTOR,CO,80860-0191,0000,03,3,1000,201301,1,15,000000000,1,01,202412,7,5,01,0,12,6359492,527608,511433,T70,
273504937,ORCHARD CHURCH OF ERIE,% ORCHARD CHURCH OF ERIE,PO BOX 958,ERIE,CO,80516-0958,0000,03,3,7000,201103,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
273506768,KNIGHTS OF COLUMBUS,% KENNETH N JONES,7715 HUMMINGBIRD GRN,FREDERICK,CO,80530-7053,0188,08,9,1000,194010,2,00,036029265,5,01,202512,0,0,02,0,12,0,0,0,,3190 ST CASIMIR ASSEMBLY
273508104,TOWER 21,% DENNIS D STRICKER,614 8TH AVE,GREELEY,CO,80631-3916,0000,03,3,1000,201105,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
273509666,EATON VOLLEYBALL ACADEMY LLC,,PO BOX 149,EATON,CO,80615-0149,0000,07,3,1000,202506,2,00,000000000,1,01,,0,0,01,0,12,,,,N60,
273514771,CLARENCE V LAGUARDIA FOUNDATION,% GRANT STRONG,660 DUDLEY ST,LAKEWOOD,CO,80215-5407,0000,03,3,1000,201105,1,04,000000000,1,01,202506,7,5,00,1,06,6470992,990323,,T22,
273515809,GLOBAL SURVIVORS NETWORK INC,% CARIE LEMACK,1327 6TH ST,BOULDER,CO,80302-5802,0000,03,3,2000,201110,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,I70,
